cod_partida;partida1;generica;especifica;subespecifica;denominacion;cod_tipocuenta;Estado;UltimoUsuario;UltimaFecha;tipo;nivel
301.10.02.07;1;10;2;7;INTERESES POR PRESTAMOS CONCEDIDOS A ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS;3;A;;0000-00-00 00:00:00;D;5
301.10.02.08;1;10;2;8;INTERESES POR PRESTAMOS CONCEDIDOS AL PODER ESTADAL;3;A;;0000-00-00 00:00:00;D;5
301.10.02.09;1;10;2;9;INTERESES POR PRESTAMOS CONCEDIDOS AL PODER MUNICIPAL;3;A;;0000-00-00 00:00:00;D;5
301.10.03.00;1;10;3;0;INTERESES POR PRESTAMOS CONCEDIDOS AL SECTOR EXTERNO;3;A;;0000-00-00 00:00:00;D;4
301.10.04.00;1;10;4;0;INTERESES POR DEPOSITOS EN INSTITUCIONES FINANCIERAS;3;A;;0000-00-00 00:00:00;D;4
301.10.04.01;1;10;4;1;INTERESES POR DEPOSITOS A LA VISTA;3;A;;0000-00-00 00:00:00;D;5
301.10.04.02;1;10;4;2;INTERESES POR DEPOSITOS A PLAZO FIJO;3;A;;0000-00-00 00:00:00;D;5
301.10.05.00;1;10;5;0;INTERESES DE TITULOS Y VALORES;3;A;;0000-00-00 00:00:00;D;4
301.10.05.01;1;10;5;1;INTERESES DE TITULOS Y VALORES PRIVADOS;3;A;;0000-00-00 00:00:00;D;5
301.10.05.02;1;10;5;2;INTERESES DE TITULOS Y VALORES PUBLICOS;3;A;;0000-00-00 00:00:00;D;5
301.10.05.03;1;10;5;3;INTERESES DE TITULOS Y VALORES EXTERNOS;3;A;;0000-00-00 00:00:00;D;5
301.10.06.00;1;10;6;0;UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL;3;A;;0000-00-00 00:00:00;D;4
301.10.06.01;1;10;6;1;UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DEL SECTOR PRIVADO EMPRESARIAL;3;A;;0000-00-00 00:00:00;D;5
301.10.06.02;1;10;6;2;UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS - DIVIDENDOS DE PETROLEOS DE VENEZUELA, S.A (PDVSA);3;A;;0000-00-00 00:00:00;D;5
301.10.06.03;1;10;6;3;UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS - OTRAS EMPRESAS PETROLERAS;3;A;;0000-00-00 00:00:00;D;5
301.10.06.04;1;10;6;4;UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS;3;A;;0000-00-00 00:00:00;D;5
301.10.06.05;1;10;6;5;UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS;3;A;;0000-00-00 00:00:00;D;5
301.10.06.06;1;10;6;6;UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS;3;A;;0000-00-00 00:00:00;D;5
301.10.06.07;1;10;6;7;UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ORGANISMOS INTERNACIONALES;3;A;;0000-00-00 00:00:00;D;5
301.10.06.08;1;10;6;8;UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE OTROS ENTES DEL SECTOR EXTERNO;3;A;;0000-00-00 00:00:00;D;5
301.10.06.09;1;10;6;9;UTILIDADES NETAS SEMESTRALES BANCO CENTRAL DE VENEZUELA (BCV);3;A;;0000-00-00 00:00:00;D;5
301.10.07.00;1;10;7;0;UTILIDADES DE EXPLOTACION DE JUEGOS DE AZAR;3;A;;0000-00-00 00:00:00;D;4
301.10.07.01;1;10;7;1;UTILIDADES DE EXPLOTACION DE JUEGOS DE AZAR POR CONCESIONES;3;A;;0000-00-00 00:00:00;D;5
301.10.07.02;1;10;7;2;UTILIDADES DE EXPLOTACION DE JUEGOS DE AZAR DE EMPRESAS PUBLICAS;3;A;;0000-00-00 00:00:00;D;5
301.10.08.00;1;10;8;0;ALQUILERES;3;A;;0000-00-00 00:00:00;D;4
301.10.08.01;1;10;8;1;ALQUILERES DE EDIFICIOS Y LOCALES;3;A;;0000-00-00 00:00:00;D;5
301.10.08.02;1;10;8;2;ALQUILERES DE TIERRAS Y TERRENOS;3;A;;0000-00-00 00:00:00;D;5
301.10.08.03;1;10;8;3;ALQUILERES DE INSTALACIONES CULTURALES Y RECREATIVAS;3;A;;0000-00-00 00:00:00;D;5
301.10.08.04;1;10;8;4;ALQUILERES DE MAQUINAS Y DEMAS EQUIPOS DE CONSTRUCCION, CAMPO, INDUSTRIA Y TALLER;3;A;;0000-00-00 00:00:00;D;5
301.10.08.05;1;10;8;5;ALQUILERES DE EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION;3;A;;0000-00-00 00:00:00;D;5
301.10.08.06;1;10;8;6;ALQUILERES DE EQUIPOS DE TELECOMUNICACIONES Y SE;3;A;;0000-00-00 00:00:00;D;5
301.10.08.07;1;10;8;7;ALQUILERES DE EQUIPOS MEDICO - QUIRURGICOS, DENTALES Y DE VETERINARIA;3;A;;0000-00-00 00:00:00;D;5
301.10.08.08;1;10;8;8;ALQUILERES DE EQUIPOS CIENTIFICOS, DE ENSE;3;A;;0000-00-00 00:00:00;D;5
301.10.08.09;1;10;8;9;ALQUILERES DE MAQUINAS, MUEBLES Y DEMAS EQUIPOS DE OFICINA Y ALOJAMIENTO;3;A;;0000-00-00 00:00:00;D;5
301.10.08.99;1;10;8;99;ALQUILERES DE OTROS BIENES;3;A;;0000-00-00 00:00:00;D;5
301.10.09.00;1;10;9;0;DERECHOS SOBRE BIENES INTANGIBLES;3;A;;0000-00-00 00:00:00;D;4
301.10.09.01;1;10;9;1;MARCAS DE FABRICA Y PATENTES DE INVENCION;3;A;;0000-00-00 00:00:00;D;5
301.10.09.02;1;10;9;2;DERECHOS DE AUTOR;3;A;;0000-00-00 00:00:00;D;5
301.10.09.03;1;10;9;3;PAQUETES Y PROGRAMAS DE COMPUTACION;3;A;;0000-00-00 00:00:00;D;5
301.10.10.00;1;10;10;0;CONCESIONES DE BIENES Y SERVICIOS;3;A;;0000-00-00 00:00:00;D;4
301.11.00.00;1;11;0;0;DIVERSOS INGRESOS;3;A;;0000-00-00 00:00:00;T;3
301.11.01.00;1;11;1;0;INTERESES MORATORIOS;3;A;;0000-00-00 00:00:00;D;4
301.11.02.00;1;11;2;0;REPAROS FISCALES;3;A;;0000-00-00 00:00:00;D;4
301.11.03.00;1;11;3;0;SANCIONES FISCALES;3;A;;0000-00-00 00:00:00;D;4
301.11.04.00;1;11;4;0;JUICIOS Y COSTAS PROCESALES;3;A;;0000-00-00 00:00:00;D;4
301.11.04.01;1;11;4;1;INGRESOS POR EL PRINCIPAL EN SENTENCIAS JUDICIALES;3;A;;0000-00-00 00:00:00;D;5
301.11.04.02;1;11;4;2;COSTAS PROCESALES VARIAS;3;A;;0000-00-00 00:00:00;D;5
301.11.04.03;1;11;4;3;RESPONSABILIDAD FISCAL;3;A;;0000-00-00 00:00:00;D;5
301.11.04.04;1;11;4;4;OTRAS DISPOSICIONES LEGALES;3;A;;0000-00-00 00:00:00;D;5
301.11.04.05;1;11;4;5;INDEMNIZACION POR INCUMPLIMIENTO DE CONTRATOS;3;A;;0000-00-00 00:00:00;D;5
301.11.04.06;1;11;4;6;JUICIOS Y COSTAS PROCESALES POR IMPUESTO SOBRE LA RENTA;3;A;;0000-00-00 00:00:00;D;5
301.11.05.00;1;11;5;0;BENEFICIOS EN OPERACIONES CAMBIARIAS;3;A;;0000-00-00 00:00:00;D;4
301.11.06.00;1;11;6;0;UTILIDAD POR VENTA DE ACTIVOS;3;A;;0000-00-00 00:00:00;D;4
301.11.07.00;1;11;7;0;INTERESES POR FINANCIAMIENTO DE DEUDAS TRIBUTARIAS;3;A;;0000-00-00 00:00:00;D;4
301.11.08.00;1;11;8;0;MULTAS Y RECARGOS;3;A;;0000-00-00 00:00:00;D;4
301.11.09.00;1;11;9;0;REPAROS ADMINISTRATIVOS AL IMPUESTO A LOS ACTIVOS EMPRESARIALES;3;A;;0000-00-00 00:00:00;D;4
301.11.10.00;1;11;10;0;DIVERSOS REPAROS ADMINISTRATIVOS;3;A;;0000-00-00 00:00:00;D;4
301.11.11.00;1;11;11;0;INGRESOS EN TRANSITO;3;A;;0000-00-00 00:00:00;D;4
301.99.00.00;1;99;0;0;OTROS INGRESOS ORDINARIOS;3;A;;0000-00-00 00:00:00;T;3
301.99.01.00;1;99;1;0;OTROS INGRESOS ORDINARIOS;3;A;;0000-00-00 00:00:00;D;4
302.00.00.00;2;0;0;0;INGRESOS EXTRAORDINARIOS;3;A;;0000-00-00 00:00:00;T;2
302.01.00.00;2;1;0;0;ENDEUDAMIENTO PUBLICO INTERNO;3;A;;0000-00-00 00:00:00;T;3
302.01.01.00;2;1;1;0;COLOCACION DE TITULOS Y VALORES DE DEUDA PUBLICA INTERNA A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
302.01.01.01;2;1;1;1;COLOCACION DE BONOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.01.02;2;1;1;2;COLOCACION DE LETRAS DEL TESORO A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.00;2;1;2;0;OBTENCION DE PRESTAMOS INTERNOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
302.01.02.01;2;1;2;1;OBTENCION DE PRESTAMOS DEL SECTOR PRIVADO A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.02;2;1;2;2;OBTENCION DE PRESTAMOS DE LA REPUBLICA A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.03;2;1;2;3;OBTENCION DE PRESTAMOS DE LOS ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.04;2;1;2;4;OBTENCION DE PRESTAMOS DE LAS INSTITUCIONES DE PROTECCION SOCIAL A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.05;2;1;2;5;OBTENCION DE PRESTAMOS DE LOS ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.06;2;1;2;6;OBTENCION DE PRESTAMOS DE LOS ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.07;2;1;2;7;OBTENCION DE PRESTAMOS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.08;2;1;2;8;OBTENCION DE PRESTAMOS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS ACORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.09;2;1;2;9;OBTENCION DE PRESTAMOS DEL PODER ESTADAL A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.02.10;2;1;2;10;OBTENCION DE PRESTAMOS DEL PODER MUNICIPAL A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.03.00;2;1;3;0;COLOCACION DE TITULOS Y VALORES DE LA DEUDA PUBLICA INTERNA A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
302.01.03.01;2;1;3;1;COLOCACION DE BONOS A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.03.02;2;1;3;2;COLOCACION DE LETRAS DEL TESORO A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.00;2;1;4;0;OBTENCION DE PRESTAMOS INTERNOS A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
302.01.04.01;2;1;4;1;OBTENCION DE PRESTAMOS DEL SECTOR PRIVADO A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.02;2;1;4;2;OBTENCION DE PRESTAMOS DE LA REPUBLICA A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.03;2;1;4;3;OBTENCION DE PRESTAMOS DE LOS ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.04;2;1;4;4;OBTENCION DE PRESTAMOS DE LAS INSTITUCIONES DE PROTECCION SOCIAL A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.05;2;1;4;5;OBTENCION DE PRESTAMOS DE LOS ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.06;2;1;4;6;OBTENCION DE PRESTAMOS DE LOS ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.07;2;1;4;7;OBTENCION DE PRESTAMOS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.08;2;1;4;8;OBTENCION DE PRESTAMOS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS ALARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.09;2;1;4;9;OBTENCION DE PRESTAMOS DEL PODER ESTADAL A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.01.04.10;2;1;4;10;OBTENCION DE PRESTAMOS DEL PODER MUNICIPAL A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.02.00.00;2;2;0;0;ENDEUDAMIENTO PUBLICO EXTERNO;3;A;;0000-00-00 00:00:00;T;3
302.02.01.00;2;2;1;0;COLOCACION DE TITULOS Y VALORES DE LA DEUDA PUBLICA EXTERNA A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
302.02.02.00;2;2;2;0;OBTENCION DE PRESTAMOS EXTERNOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
302.02.02.01;2;2;2;1;OBTENCION DE PRESTAMOS DE GOBIERNOS EXTRANJEROS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.02.02.02;2;2;2;2;OBTENCION DE PRESTAMOS DE ORGANISMOS INTERNACIONALES A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.02.02.03;2;2;2;3;OBTENCION DE PRESTAMOS DE INSTITUCIONES FINANCIERAS EXTERNAS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.02.02.04;2;2;2;4;OBTENCION DE PRESTAMOS DE PROVEEDORES DE BIENES Y SERVICIOS EXTERNOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.02.03.00;2;2;3;0;COLOCACION DE TITULOS Y VALORES DE LA DEUDA PUBLICA EXTERNA A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
302.02.04.00;2;2;4;0;OBTENCION DE PRESTAMOS EXTERNOS A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
302.02.04.01;2;2;4;1;OBTENCION DE PRESTAMOS DE GOBIERNOS EXTRANJEROS A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.02.04.02;2;2;4;2;OBTENCION DE PRESTAMOS DE ORGANISMOS INTERNACIONALES A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.02.04.03;2;2;4;3;OBTENCION DE PRESTAMOS DE INSTITUCIONES FINANCIERAS EXTERNAS A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.02.04.04;2;2;4;4;OBTENCION DE PRESTAMOS DE PROVEEDORES DE BIENES Y SERVICIOS EXTERNOS A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;5
302.03.00.00;2;3;0;0;INGRESOS POR OPERACIONES DIVERSAS;3;A;;0000-00-00 00:00:00;T;3
302.03.01.00;2;3;1;0;LIQUIDACION DE ENTES DESCENTRALIZADOS;3;A;;0000-00-00 00:00:00;D;4
302.03.02.00;2;3;2;0;HERENCIAS VACANTES Y DONACIONES;3;A;;0000-00-00 00:00:00;D;4
302.03.03.00;2;3;3;0;PRIMA EN COLOCACION DE TITULOS Y VALORES DE LA DEUDA PUBLICA;3;A;;0000-00-00 00:00:00;D;4
302.03.05.00;2;3;5;0;INGRESOS POR PROCESOS LICITATORIOS;3;A;;0000-00-00 00:00:00;D;4
302.03.05.01;2;3;5;1;CUOTAS POR PARTICIPACION;3;A;;0000-00-00 00:00:00;D;5
302.03.05.02;2;3;5;2;BONOS DE DESEMPATE;3;A;;0000-00-00 00:00:00;D;5
302.03.05.99;2;3;5;99;OTROS INGRESOS POR PROCESOS LICITATORIOS;3;A;;0000-00-00 00:00:00;D;5
302.04.00.00;2;4;0;0;REINTEGRO DE FONDOS CORRESPONDIENTES A EJERCICIOS ANTERIORES;3;A;;0000-00-00 00:00:00;T;3
302.04.01.00;2;4;1;0;REINTEGRO PROVENIENTE DE BONOS DE EXPORTACION;3;A;;0000-00-00 00:00:00;D;4
302.04.02.00;2;4;2;0;REINTEGRO DE FONDOS EFECTUADO POR ORGANISMOS PUBLICOS PROVENIENTE DE BONOS DE EXPORTACION;3;A;;0000-00-00 00:00:00;D;4
302.05.00.00;2;5;0;0;INGRESOS POR OBTENCION INDEBIDA DE DEVOLUCIONES O REINTEGROS;3;A;;0000-00-00 00:00:00;T;3
302.05.01.00;2;5;1;0;INGRESOS POR OBTENCION INDEBIDA DE DEVOLUCIONES O REINTEGROS;3;A;;0000-00-00 00:00:00;D;4
302.06.00.00;2;6;0;0;IMPUESTO A LAS TRANSACCIONES FINANCIERAS;3;A;;0000-00-00 00:00:00;T;3
302.06.01.00;2;6;1;0;IMPUESTO A LAS TRANSACCIONES FINANCIERAS;3;A;;0000-00-00 00:00:00;D;4
302.06.02.00;2;6;2;0;REPAROS ADMINISTRATIVOS AL IMPUESTO A LAS TRANSACCIONES FINANCIERAS;3;A;;0000-00-00 00:00:00;D;4
302.06.03.00;2;6;3;0;MULTAS Y RECARGOS POR EL IMPUESTO A LAS TRANSACCIONES FINANCIERAS;3;A;;0000-00-00 00:00:00;D;4
302.99.00.00;2;99;0;0;OTROS INGRESOS EXTRAORDINARIOS;3;A;;0000-00-00 00:00:00;T;3
302.99.01.00;2;99;1;0;OTROS INGRESOS EXTRAORDINARIOS;3;A;;0000-00-00 00:00:00;D;4
303.00.00.00;3;0;0;0;INGRESOS DE OPERACION;3;A;;0000-00-00 00:00:00;T;2
303.01.00.00;3;1;0;0;VENTA BRUTA DE BIENES;3;A;;0000-00-00 00:00:00;T;3
303.01.01.00;3;1;1;0;VENTA DE PRODUCTOS DEL SECTOR INDUSTRIAL;3;A;;0000-00-00 00:00:00;D;4
303.01.02.00;3;1;2;0;VENTA DE PRODUCTOS DEL SECTOR COMERCIAL;3;A;;0000-00-00 00:00:00;D;4
303.02.00.00;3;2;0;0;VENTA BRUTA DE SERVICIOS;3;A;;0000-00-00 00:00:00;T;3
303.02.01.00;3;2;1;0;VENTA BRUTA DE SERVICIOS;3;A;;0000-00-00 00:00:00;D;4
303.03.00.00;3;3;0;0;INGRESOS FINANCIEROS DE INSTITUCIONES FINANCIERAS BANCARIAS;3;A;;0000-00-00 00:00:00;T;3
303.03.01.00;3;3;1;0;INGRESOS POR INVERSIONES EN VALORES;3;A;;0000-00-00 00:00:00;D;4
303.03.02.00;3;3;2;0;INGRESOS POR CARTERA DE CREDITOS;3;A;;0000-00-00 00:00:00;D;4
303.03.03.00;3;3;3;0;INGRESOS PROVENIENTES DE LA ADMINISTRACION DE FIDEICOMISOS;3;A;;0000-00-00 00:00:00;D;4
303.03.99.00;3;3;99;0;OTROS INGRESOS FINANCIEROS;3;A;;0000-00-00 00:00:00;D;4
303.04.00.00;3;4;0;0;INGRESOS FINANCIEROS DE INSTITUCIONES FINANCIERAS NO BANCARIAS;3;A;;0000-00-00 00:00:00;T;3
303.04.01.00;3;4;1;0;INGRESOS POR INVERSIONES EN VALORES;3;A;;0000-00-00 00:00:00;D;4
303.04.02.00;3;4;2;0;INGRESOS POR CARTERA DE CREDITOS;3;A;;0000-00-00 00:00:00;D;4
303.04.03.00;3;4;3;0;INGRESOS PROVENIENTES DE LA ADMINISTRACION DE FIDEICOMISOS;3;A;;0000-00-00 00:00:00;D;4
303.04.99.00;3;4;99;0;OTROS INGRESOS FINANCIEROS;3;A;;0000-00-00 00:00:00;D;4
303.05.00.00;3;5;0;0;INGRESOS POR OPERACIONES DE SEGURO;3;A;;0000-00-00 00:00:00;T;3
303.05.01.00;3;5;1;0;INGRESOS POR OPERACIONES DE PRIMAS DE SEGURO;3;A;;0000-00-00 00:00:00;D;4
303.05.02.00;3;5;2;0;INGRESOS POR OPERACIONES DE REASEGURO;3;A;;0000-00-00 00:00:00;D;4
303.05.03.00;3;5;3;0;INGRESOS POR SALVAMENTO DE SINIESTROS;3;A;;0000-00-00 00:00:00;D;4
303.05.99.00;3;5;99;0;OTROS INGRESOS POR OPERACIONES DE SEGURO;3;A;;0000-00-00 00:00:00;D;4
303.99.00.00;3;99;0;0;OTROS INGRESOS DE OPERACION;3;A;;0000-00-00 00:00:00;T;3
303.99.01.00;3;99;1;0;OTROS INGRESOS DE OPERACION;3;A;;0000-00-00 00:00:00;D;4
304.00.00.00;4;0;0;0;INGRESOS AJENOS A LA OPERACION;3;A;;0000-00-00 00:00:00;T;2
304.01.00.00;4;1;0;0;SUBSIDIOS PARA PRECIOS Y TARIFAS;3;A;;0000-00-00 00:00:00;T;3
304.01.01.00;4;1;1;0;SUBSIDIOS PARA PRECIOS Y TARIFAS;3;A;;0000-00-00 00:00:00;D;4
304.02.00.00;4;2;0;0;INCENTIVOS A LA EXPORTACION;3;A;;0000-00-00 00:00:00;T;3
304.02.01.00;4;2;1;0;INCENTIVOS A LA EXPORTACION;3;A;;0000-00-00 00:00:00;D;4
304.99.00.00;4;99;0;0;OTROS INGRESOS AJENOS A LA OPERACION;3;A;;0000-00-00 00:00:00;T;3
304.99.01.00;4;99;1;0;OTROS INGRESOS AJENOS A LA OPERACION;3;A;;0000-00-00 00:00:00;D;4
305.00.00.00;5;0;0;0;TRANSFERENCIAS Y DONACIONES;3;A;;0000-00-00 00:00:00;T;2
305.01.00.00;5;1;0;0;TRANSFERENCIAS Y DONACIONES CORRIENTES;3;A;;0000-00-00 00:00:00;T;3
305.01.01.00;5;1;1;0;TRANSFERENCIAS CORRIENTES INTERNAS DEL SECTOR PRIVADO;3;A;;0000-00-00 00:00:00;D;4
305.01.01.01;5;1;1;1;TRANSFERENCIAS CORRIENTES INTERNAS DE PERSONAS;3;A;;0000-00-00 00:00:00;D;5
305.01.01.02;5;1;1;2;TRANSFERENCIAS CORRIENTES INTERNAS DE INSTITUCIONES SIN FINES DE LUCRO;3;A;;0000-00-00 00:00:00;D;5
305.01.01.03;5;1;1;3;TRANSFERENCIAS CORRIENTES INTERNAS DE EMPRESAS PRIVADAS;3;A;;0000-00-00 00:00:00;D;5
305.01.02.00;5;1;2;0;DONACIONES CORRIENTES INTERNAS DEL SECTOR PRIVADO;3;A;;0000-00-00 00:00:00;D;4
305.01.02.01;5;1;2;1;DONACIONES CORRIENTES INTERNAS DE PERSONAS;3;A;;0000-00-00 00:00:00;D;5
305.01.02.02;5;1;2;2;DONACIONES CORRIENTES INTERNAS DE INSTITUCIONES SIN FINES DE LUCRO;3;A;;0000-00-00 00:00:00;D;5
305.01.02.03;5;1;2;3;DONACIONES CORRIENTES INTERNAS DE EMPRESAS PRIVADAS;3;A;;0000-00-00 00:00:00;D;5
305.01.03.00;5;1;3;0;TRANSFERENCIAS CORRIENTES INTERNAS DEL SECTOR PUBLICO;3;A;;0000-00-00 00:00:00;D;4
305.01.03.01;5;1;3;1;TRANSFERENCIAS CORRIENTES INTERNAS DE LA REPUBLICA;3;A;;0000-00-00 00:00:00;D;5
305.01.03.02;5;1;3;2;TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES;3;A;;0000-00-00 00:00:00;D;5
305.01.03.03;5;1;3;3;TRANSFERENCIAS CORRIENTES INTERNAS DE INSTITUCIONES DE PROTECCION SOCIAL;3;A;;0000-00-00 00:00:00;D;5
305.01.03.04;5;1;3;4;TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS;3;A;;0000-00-00 00:00:00;D;5
305.01.03.05;5;1;3;5;TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS;3;A;;0000-00-00 00:00:00;D;5
305.01.03.06;5;1;3;6;TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS;3;A;;0000-00-00 00:00:00;D;5
305.01.03.07;5;1;3;7;TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS;3;A;;0000-00-00 00:00:00;D;5
305.01.03.08;5;1;3;8;TRANSFERENCIAS CORRIENTES INTERNAS DEL PODER ESTADAL;3;A;;0000-00-00 00:00:00;D;5
305.01.03.09;5;1;3;9;TRANSFERENCIAS CORRIENTES INTERNAS DEL PODER MUNICIPAL;3;A;;0000-00-00 00:00:00;D;5
305.01.04.00;5;1;4;0;DONACIONES CORRIENTES INTERNAS DEL SECTOR PUBLICO;3;A;;0000-00-00 00:00:00;D;4
305.01.04.01;5;1;4;1;DONACIONES CORRIENTES INTERNAS DE LA REPUBLICA;3;A;;0000-00-00 00:00:00;D;5
305.01.04.02;5;1;4;2;DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES;3;A;;0000-00-00 00:00:00;D;5
305.01.04.03;5;1;4;3;DONACIONES CORRIENTES INTERNAS DE INSTITUCIONES DE PROTECCION SOCIAL;3;A;;0000-00-00 00:00:00;D;5
305.01.04.04;5;1;4;4;DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS;3;A;;0000-00-00 00:00:00;D;5
305.01.04.05;5;1;4;5;DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS;3;A;;0000-00-00 00:00:00;D;5
305.01.04.06;5;1;4;6;DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS;3;A;;0000-00-00 00:00:00;D;5
305.01.04.07;5;1;4;7;DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS;3;A;;0000-00-00 00:00:00;D;5
305.01.04.08;5;1;4;8;DONACIONES CORRIENTES INTERNAS DEL PODER ESTADAL;3;A;;0000-00-00 00:00:00;D;5
305.01.04.09;5;1;4;9;DONACIONES CORRIENTES INTERNAS DEL PODER MUNICIPAL;3;A;;0000-00-00 00:00:00;D;5
305.01.05.00;5;1;5;0;TRANSFERENCIAS CORRIENTES DEL EXTERIOR;3;A;;0000-00-00 00:00:00;D;4
305.01.05.01;5;1;5;1;TRANSFERENCIAS CORRIENTES DE INSTITUCIONES SIN FINES DE LUCRO;3;A;;0000-00-00 00:00:00;D;5
305.01.05.02;5;1;5;2;TRANSFERENCIAS CORRIENTES DE GOBIERNOS EXTRANJEROS;3;A;;0000-00-00 00:00:00;D;5
